company name,gvkey,NAICS,SIC,ticker,industry sector,weburl,ff5 sector
SEQUENTIAL BRANDS GROUP INC,166711,533110,6794,SQBG,Fin,sequentialbrandsgroup.com,5
HOWARD BANCORP INC,166723,522110,6020,HBMD,Banks,howardbank.com,5
J.G. WENTWORTH CO,166746,522298,6153,JGWEQ,Banks,jgwentworth.com,5
UNITED COMMUNITY BANCORP,166747,522120,6035,UCBA,Banks,bankucb.com,5
FIRST CMNTY FINL PARTNERS,166751,522110,6020,FCFP,Banks,fcbankgroup.com,5
GENERAL FINANCE CORP/DE,166789,532490,7359,GFN,BusSv,generalfinance.com,5
PROOFPOINT INC,170335,511210,7372,PFPT,BusSv,proofpoint.com,3
USA COMPRESSION PRTNRS LP,170360,213112,1389,USAC,Oil,usacompression.com,2
SELECT INCOME REIT,170375,531120,6798,SIR,Fin,sirreit.com,5
GOGO INC,170384,517919,4899,GOGO,Telcm,gogoair.com,3
CUSTOMERS BANCORP INC,170396,522110,6020,CUBI,Banks,customersbank.com,5
HOMETRUST BANCSHARES INC,170419,522110,6020,HTBI,Banks,hometrustbanking.com,5
CANCER GENETICS INC,170420,621511,8071,CGIX,Hlth,cancergenetics.com,4
INFOBLOX INC,170444,5415,7370,BLOX,BusSv,infoblox.com,3
ORAMED PHARMACEUTICALS INC,170450,325414,2836,ORMP,Drugs,oramed.com,4
RADIUS HEALTH INC,170520,325414,2836,RDUS,Drugs,radiuspharm.com,4
POST HOLDINGS INC,170527,311999,2015,POST,Food,postholdings.com,1
SPLUNK INC,170616,511210,7372,SPLK,BusSv,splunk.com,3
FACEBOOK INC,170617,519130,7370,FB,BusSv,facebook.com,3
MIDSTATES PETROLEUM CO INC,170627,211111,1311,MPO,Oil,midstatespetroleum.com,2
FORESIGHT ENERGY LP,170639,212112,1220,FELP,Coal,foresight.com,2
ORGANOVO HOLDINGS INC,170730,325414,2836,ONVO,Drugs,organovo.com,4
DIAMONDBACK ENERGY INC,170750,211111,1311,FANG,Oil,diamondbackenergy.com,2
TECNOGLASS INC,170765,332321,3442,TGLS,BldMt,tecnoglass.com,2
GARRISON CAPITAL INC,170775,523910,6797,GARS,,garrisoncapitalbdc.com,5
TITAN ENERGY LLC,170781,211111,1311,TTEN,Oil,titanenergyllc.com,2
BLUE DOLPHIN ENERGY CO,170804,486210,4922,BDCO,Util,blue-dolphin-energy.com,2
PHILLIPS 66,170841,324110,2911,PSX,Oil,phillips66.com,2
PUMA BIOTECHNOLOGY INC,170945,325414,2836,PBYI,Drugs,pumabiotechnology.com,4
PERFORMANT FINANCIAL CORP,170965,5614,7320,PFMT,BusSv,performantcorp.com,5
TESARO INC,170969,325414,2836,TSRO,Drugs,tesarobio.com,4
GLOBUS MEDICAL INC,171002,339112,3841,GMED,MedEq,globusmedical.com,4
SERVICENOW INC,171007,511210,7372,NOW,BusSv,servicenow.com,3
STEMLINE THERAPEUTICS INC,171022,325414,2836,STML,Drugs,stemline.com,4
TCP CAPITAL CORP,171023,523999,6797,TCPC,,tcpcapital.com,5
BLOOMIN' BRANDS INC,171049,722511,5812,BLMN,Meals,bloominbrands.com,1
FORUM ENERGY TECH INC,171059,333132,3533,FET,Mach,f-e-t.com,2
PALO ALTO NETWORKS INC,171067,334210,3576,PANW,Comps,paloaltonetworks.com,3
SOUTHCROSS ENERGY PRTNRS LP,171139,486210,4922,SXE,Util,southcrossenergy.com,2
FIVE BELOW INC,171141,452990,5331,FIVE,Rtail,fivebelow.com,1
CLEARSIGN COMBUSTION CORP,171155,334513,3823,CLIR,LabEq,clearsign.com,3
RXI PHARMACEUTICALS CORP,171187,325414,2836,RXII,Drugs,rxipharma.com,4
REALOGY HOLDINGS CORP,174022,531210,6531,RLGY,RlEst,realogy.com,5
UNITED STATES OIL FUND LP,174024,523910,6799,USO,Fin,unitedstatescommodityfunds.com,5
ALLIED WORLD ASSURANCE CO AG,174053,524126,6331,AWHHF,Insur,awac.com,5
COMMVAULT SYSTEMS INC,174077,511210,7372,CVLT,BusSv,commvault.com,3
NISKA GAS STORAGE PARTNERS,174108,486210,4922,NKA,Util,niskapartners.com,2
HOUSTON WIRE & CABLE CO,174119,423610,5063,HWCC,Whlsl,houwire.com,1
PTC THERAPEUTICS INC,174134,325414,2836,PTCT,Drugs,ptcbio.com,4
NUSTAR GP HOLDINGS LLC,174135,424710,5171,NSH,Whlsl,nustargpholdings.com,1
ACHILLION PHARMACEUTICALS,174136,325414,2836,ACHN,Drugs,achillion.com,4
LIBERTY INTERACTV CP QVC GRP,174147,454113,5961,QRTEA,Rtail,libertyinteractive.com,1
HALCON RESOURCES CORP,174169,211111,1311,HK,Oil,halconresources.com,2
DUNKIN' BRANDS GROUP INC,174222,722515,5812,DNKN,Meals,dunkinbrands.com,1
SELECT MEDICAL HOLDINGS CORP,174236,622310,8060,SEM,Hlth,selectmedical.com,4
ENERGY SERVICES OF AMERICA,174282,237120,1623,ESOA,Cnstr,energyservicesofamerica.com,5
KBR INC,174310,237120,1623,KBR,Cnstr,kbr.com,5
EHEALTH INC,174389,524210,6411,EHTH,Insur,ehealthinsurance.com,5
LEMAITRE VASCULAR INC,174390,339112,3841,LMAT,MedEq,lemaitre.com,4
INFUSYSTEM HOLDINGS INC,174428,621999,8090,INFU,Hlth,infusystem.com,4
COMMUNITY BANKERS TRUST CORP,174449,522110,6020,ESXB,Banks,cbtrustcorp.com,5
WINDSTREAM HOLDINGS INC,174490,517110,4813,WIN,Telcm,windstream.com,3
MITEL NETWORKS CORP,174531,334210,3661,MITL,Chips,mitel.com,3
INNERWORKINGS INC,174541,424920,5190,INWK,Whlsl,inwk.com,1
INNOPHOS HOLDINGS INC,174567,325180,2810,IPHS,Chems,innophos.com,2
ICF INTERNATIONAL INC,174637,541611,8742,ICFI,BusSv,icf.com,5
TRIPLE-S MANAGEMENT CORP,174647,524114,6324,GTS,Insur,grupotriples.com,5
BREITBURN ENERGY PARTNERS LP,174656,211111,1311,BBEPQ,Oil,breitburn.com,2
EVERCORE INC,174744,523999,6200,EVR,Fin,evercore.com,5
ORBCOMM INC,175004,517410,4899,ORBC,Telcm,orbcomm.com,3
EV ENERGY PARTNERS LP,175006,211111,1311,EVEP,Oil,evenergypartners.com,2
ALLEGIANT TRAVEL CO,175007,481111,4512,ALGT,Trans,allegiantair.com,5
AMICUS THERAPEUTICS INC,175008,325414,2836,FOLD,Drugs,amicusrx.com,4
IMMUNOCELLULAR THERAPEUTICS,175013,325414,2836,IMUC,Drugs,imuc.com,4
HILL INTERNATIONAL INC,175055,236220,8741,HIL,BusSv,hillintl.com,5
SYNERGY PHARMACEUTICALS INC,175064,325414,2836,SGYP,Drugs,synergypharma.com,4
CHINA BIOLOGIC PRODUCTS HLDG,175079,325414,2836,CBPO,Drugs,chinabiologic.com,4
AIRCASTLE LTD,175110,532411,7359,AYR,BusSv,aircastle.com,5
FBR & CO,175131,523110,6211,FBRC,Fin,fbr.com,5
WESTERN UNION CO,175263,522320,6099,WU,Banks,westernunion.com,5
DOUGLAS EMMETT INC,175307,531120,6798,DEI,Fin,douglasemmett.com,5
HANESBRANDS INC,175319,315,2300,HBI,Clths,hanes.com,1
SHUTTERFLY INC,175376,323117,2731,SFLY,Books,shutterfly.com,1
FIRST SOLAR INC,175404,334413,3674,FSLR,Chips,firstsolar.com,3
SONOMA PHARMACEUTICALS INC,175424,325412,2834,SNOA,Drugs,sonomapharma.com,4
YIELD10 BIOSCIENCE INC,175490,325414,2836,YTEN,Drugs,yield10bio.com,4
GOLD RESOURCE CORP,175503,212221,1040,GORO,Gold,goldresourcecorp.com,5
TOWERSTREAM CORP,175509,517110,4899,TWER,Telcm,towerstream.com,3
GLOBALSTAR INC,175523,517410,4899,GSAT,Telcm,globalstar.com,3
INFINITY PHARMACEUTICALS INC,175533,325412,2834,INFI,Drugs,infi.com,4
SOUTHERN NATIONAL BANCORP VA,175607,522110,6020,SONA,Banks,sonabank.com,5
WILLDAN GROUP INC,175654,541330,8711,WLDN,BusSv,willdan.com,5
COHEN & COMPANY INC,175674,523110,6211,COHN,Fin,ifmi.com,5
PRIMORIS SERVICES CORP,175686,237120,1623,PRIM,Cnstr,primoriscorp.com,5
ONEBEACON INSURANCE GROUP,175688,524126,6331,OB,Insur,onebeacon.com,5
ARMSTRONG WORLD INDUSTRIES,175689,327993,3290,AWI,BldMt,armstrongceilings.com,2
SALLY BEAUTY HOLDINGS INC,175900,446120,5990,SBH,Rtail,sallybeautyholdings.com,1
IPG PHOTONICS CORP,175955,334413,3674,IPGP,Chips,ipgphotonics.com,3
CATALYST PHARMACEUTICALS INC,175966,325412,2834,CPRX,Drugs,catalystpharma.com,4
ATHERSYS INC,176017,325414,2836,ATHX,Drugs,athersys.com,4
EMERGENT BIOSOLUTIONS INC,176022,325414,2836,EBS,Drugs,emergentbiosolutions.com,4
NETLIST INC,176035,334413,3674,NLST,Chips,netlist.com,3
KANDI TECHNOLOGIES GROUP,176169,336320,3714,KNDI,Autos,kandivehicle.com,1
NEURALSTEM INC,176229,325414,2836,CUR,Drugs,neuralstem.com,4
CATCHMARK TIMBER TRUST,176234,531190,6798,CTT,Fin,catchmark.com,5
NEWSTAR FINANCIAL INC,176239,522220,6159,NEWS,Banks,newstarfin.com,5
ALTRA INDUSTRIAL MOTION CORP,176247,333613,3560,AIMC,Mach,altramotion.com,2
CARROLS RESTAURANT GROUP INC,176249,722513,5812,TAST,Meals,carrols.com,1
INFORMATION SERVICES GROUP,176251,518210,7374,III,BusSv,isg-one.com,3
GUIDANCE SOFTWARE INC,176255,511210,7372,GUID,BusSv,guidancesoftware.com,3
KCAP FINANCIAL INC,176256,523999,6797,KCAP,,kcapfinancial.com,5
DCT INDUSTRIAL TRUST INC,176268,531120,6798,DCT,Fin,dctindustrial.com,5
SPECTRA ENERGY CORP,176282,221210,4923,SE.7,Util,spectraenergy.com,2
CLEAN ENERGY FUELS CORP,176343,447190,5500,CLNE,Rtail,cleanenergyfuels.com,1
PROFIRE ENERGY INC,176346,333132,3533,PFIE,Mach,profireenergy.com,2
MSB FINANCIAL CORP,176350,522120,6035,MSBF,Banks,millingtonbank.com,5
ORITANI FINANCIAL CORP,176351,522120,6035,ORIT,Banks,oritani.com,5
AEROVIRONMENT INC,176362,336411,3721,AVAV,Aero,avinc.com,2
PARK STERLING CORP,176375,522110,6020,PSTB,Banks,parksterlingbank.com,5
REEDS INC,176378,312111,2086,REED,Soda,reedsinc.com,1
NATIONAL CINEMEDIA INC,176523,541850,7310,NCMI,BusSv,ncm.com,5
SUPER MICRO COMPUTER INC,176567,334111,3570,SMCI,Comps,supermicro.com,3
AVIAT NETWORKS INC,176572,334220,3663,AVNW,Chips,aviatnetworks.com,3
EMPLOYERS HOLDINGS INC,176591,524126,6331,EIG,Insur,employers.com,5
HFF INC,176592,522310,6163,HF,Banks,hfflp.com,5
US AUTO PARTS NETWORK INC,176593,454111,5961,PRTS,Rtail,calchipelectronics.com,1
FORTRESS INVESTMENT GRP LLC,176595,523920,6282,FIG,Fin,fortress.com,5
ENSTAR GROUP LTD,176602,524126,6331,ESGR,Insur,enstargroup.com,5
IMPRIMIS PHARMACEUTICALS INC,176636,325412,2834,IMMY,Drugs,imprimisrx.com,4
CYS INVESTMENTS INC,176637,525990,6798,CYS,Fin,cysinv.com,5
ACCURAY INC,176670,334510,3845,ARAY,MedEq,accuray.com,4
INTERACTIVE BROKERS GROUP,176701,523120,6211,IBKR,Fin,interactivebrokers.com,5
ESSA BANCORP INC,176703,522120,6036,ESSA,Banks,essabank.com,5
TRIANGLE CAPITAL CORP,176725,523999,6797,TCAP,,tcap.com,5
DOMTAR CORP,176760,322121,2621,UFS,Paper,domtar.com,2
TFS FINANCIAL CORP,176766,522120,6035,TFSL,Banks,thirdfederal.com,5
BRIDGELINE DIGITAL INC,176768,519130,7370,BLIN,BusSv,bridgelinedigital.com,3
GLU MOBILE INC,176782,511210,7372,GLUU,BusSv,glu.com,3
RING ENERGY INC,176840,211111,1311,REI,Oil,ringenergy.com,2
OREXIGEN THERAPEUTICS INC,176861,325412,2834,OREX,Drugs,orexigen.com,4
ORIENT PAPER INC,176867,322121,2621,ONP,Paper,orientpaperinc.com,2
RAND LOGISTICS INC,176873,483113,4400,RLOGQ,Trans,randlogisticsinc.com,5
SUMMER INFANT INC,176874,339999,3990,SUMR,,summerinfant.com,1
SANDRIDGE ENERGY INC,176899,211111,1311,SD,Oil,sandridgeenergy.com,2
BROADRIDGE FINANCIAL SOLUTNS,176928,541512,7373,BR,Comps,broadridge.com,3
CAMBIUM LEARNING GROUP INC,176939,519130,7370,ABCD,BusSv,cambiumlearning.com,3
GREENLIGHT CAPITAL RE LTD,176973,524130,6331,GLRE,Insur,greenlightre.com,5
SARATOGA INVESTMENT CORP,176999,523999,6797,SAR,,saratogainvestmentcorp.com,5
SMARTHEAT INC,177031,332410,3443,HEAT,FabPr,smartheatinc.com,2
BLACKSTONE GROUP LP,177088,523920,6282,BX,Fin,blackstone.com,5
MONOTYPE IMAGING HOLDINGS,177099,511210,7372,TYPE,BusSv,monotype.com,3
CINEMARK HOLDINGS INC,177108,512131,7830,CNK,Fun,cinemark.com,5
CAI INTERNATIONAL INC,177109,532411,7359,CAI,BusSv,capps.com,5
TECHTARGET INC,177111,519130,7370,TTGT,BusSv,techtarget.com,3
SHORETEL INC,177127,334210,3661,SHOR,Chips,shoretel.com,3
CELLULAR BIOMEDICINE GROUP,177179,325414,2836,CBMG,Drugs,cellbiomedgroup.com,4
PENNANTPARK INVESTMENT CORP,177216,523910,6797,PNNT,,pennantpark.com,5
CAVIUM INC,177225,334210,3576,CAVM,Comps,caviumnetworks.com,3
INSULET CORP,177227,334510,3845,PODD,MedEq,insulet.com,4
NOVABAY PHARMACEUTICALS INC,177228,325412,2834,NBY,Drugs,novabay.com,4
JMP GROUP LLC,177255,523120,6211,JMP,Fin,jmpg.com,5
ENERNOC INC,177256,541512,7370,ENOC,BusSv,enernoc.com,3
INFINERA CORP,177257,334118,3576,INFN,Comps,infinera.com,3
TE CONNECTIVITY LTD,177267,334417,3678,TEL,Chips,te.com,3
JAZZ PHARMACEUTICALS PLC,177287,325412,2834,JAZZ,Drugs,jazzpharma.com,4
BENEFICIAL BANCORP INC,177300,522120,6035,BNCL,Banks,thebeneficial.com,5
LIMELIGHT NETWORKS INC,177315,517110,7370,LLNW,BusSv,limelight.com,3
CHROMADEX CORP,177367,325411,2833,CDXC,Drugs,chromadex.com,4
DISCOVER FINANCIAL SVCS,177376,522210,6141,DFS,Banks,discover.com,5
AMERICAN ELECTRIC TECH INC,177446,335313,3613,AETI,ElcEq,aeti.com,2
NOBILIS HEALTH CORP,177472,621498,8093,HLTH,Hlth,nobilishealth.com,4
SILVER BULL RESOURCES INC,177601,212,1000,SVBL,Mines,silverbullresources.com,5
AMC ENTERTAINMENT HOLDINGS,177637,512131,7830,AMC,Fun,amctheatres.com,5
CHINA ADVANCED CONSTR MATLS,177734,327320,3270,CADC,BldMt,china-acm.com,2
SPECTRA ENERGY PARTNERS LP,177739,486210,4922,SEP,Util,spectraenergypartners.com,2
PROS HOLDINGS INC,177744,511210,7372,PRO,BusSv,pros.com,3
SYNTHETIC BIOLOGICS INC,177764,325412,2834,SYN,Drugs,syntheticbiologics.com,4
VIRTUSA CORP,177871,541512,7370,VRTU,BusSv,virtusa.com,3
MASIMO CORP,177881,334510,3845,MASI,MedEq,masimo.com,4
HHGREGG INC,177882,443142,5731,HGGGQ,Rtail,hhgregg.com,1
CONCHO RESOURCES INC,177884,211111,1311,CXO,Oil,concho.com,2
REX ENERGY CORP,177896,211111,1311,REXX,Oil,rexenergycorp.com,2
PHARMERICA CORP,177924,424210,5122,PMC,Whlsl,pharmerica.com,1
WABCO HOLDINGS INC,177925,336340,3714,WBC,Autos,wabco-auto.com,1
ATHENAHEALTH INC,177930,519130,7370,ATHN,BusSv,athenahealth.com,3
DHI GROUP INC,177943,561311,7361,DHX,BusSv,dhigroupinc.com,5
BLUEKNIGHT ENERGY PRTNRS LP,177945,484220,4210,BKEP,Trans,bkep.com,5
ALLISON TRANSMISSION HLDGS,177966,336350,3714,ALSN,Autos,allisontransmission.com,1
ZAGG INC,177975,326112,2670,ZAGG,Paper,zagg.com,2
AMEDICA CORP,177981,339113,3842,AMDA,MedEq,amedica.com,4
GENPACT LTD,177983,518210,7374,G,BusSv,genpact.com,3
VALIDUS HOLDINGS LTD,177996,524130,6331,VR,Insur,validusholdings.com,5
LULULEMON ATHLETICA INC,178015,315240,2300,LULU,Clths,lululemon.com,1
B. RILEY FINANCIAL INC,178073,541990,7389,RILY,BusSv,brileyfin.com,5
MERCADOLIBRE INC,178081,517919,7370,MELI,BusSv,mercadolibre.com,3
VMWARE INC -CL A,178083,541512,7373,VMW,Comps,vmware.com,3
CUMBERLAND PHARMACEUTICALS,178097,325412,2834,CPIX,Drugs,cumberlandpharma.com,4
NEONODE INC,178153,334220,3663,NEON,Chips,neonode.com,3
MIMEDX GROUP INC,178157,325414,2836,MDXG,Drugs,mimedx.com,4
FSB BANCORP INC,178175,522120,6036,FSBC,Banks,polyplycomposites.com,5
VITAMIN SHOPPE INC,178201,446191,5400,VSI,Rtail,vitaminshoppe.com,1
CHINA AUTO LOGISTICS INC,178304,423110,5010,CALI,Whlsl,chinaautologisticsinc.com,1
TERADATA CORP,178310,54151,7370,TDC,BusSv,teradata.com,3
CHINA XD PLASTICS CO LTD,178327,325211,2821,CXDC,Chems,chinaxd.net,2
HOMETOWN BANKSHARES CORP,178415,522110,6020,HMTA,Banks,king-lighting.com,5
MSCI INC,178507,523930,6282,MSCI,Fin,msci.com,5
LPL FINANCIAL HOLDINGS INC,178519,523120,6211,LPLA,Fin,lpl.com,5
MAIN STREET CAPITAL CORP,178529,523999,6797,MAIN,,mainstcapital.com,5
RETAIL OPPORTUNITY INVTS CP,178539,531120,6798,ROIC,Fin,anchoragellc.com,5
FIRST FINANCIAL NORTHWEST,178545,522110,6020,FFNW,Banks,ffnwb.com,5
DUPONT FABROS TECHNOLOGY INC,178610,531120,6798,DFT,Fin,dft.com,5
CVR ENERGY INC,178672,324110,2911,CVI,Oil,cvrenergy.com,2
AMERICAN DG ENERGY INC,178676,221115,4991,ADGE,Other,americandg.com,5
PZENA INVESTMENT MANAGEMENT,178703,523920,6282,PZN,Fin,pzena.com,5
ULTA BEAUTY INC,178704,446120,5990,ULTA,Rtail,ulta.com,1
AMERICAN PUBLIC EDUCATION,178797,611310,8200,APEI,PerSv,americanpubliceducation.com,5
APPROACH RESOURCES INC,178798,211111,1311,AREX,Oil,approachresources.com,2
ENSIGN GROUP INC,178803,623110,8051,ENSG,Hlth,ensigngroup.net,4
LUMBER LIQUIDATORS HLDGS INC,178806,444110,5211,LL,Rtail,lumberliquidators.com,1
UNITED INSURANCE HOLDINGS CO,178823,524126,6331,UIHC,Insur,upcinsurance.com,5
NORTHFIELD BANCORP INC,178834,522120,6035,NFBK,Banks,enorthfield.com,5
RESHAPE LIFESCIENCES INC,178847,334510,3845,RSLS,MedEq,reshapelifesciences.com,4
NUVERRA ENVIRONMENTAL SOLUTN,178851,213112,1389,NES,Oil,nuverra.com,2
CHIMERA INVESTMENT CORP,178862,525990,6798,CIM,Fin,chimerareit.com,5
RUBICON TECHNOLOGY INC,178865,334413,3674,RBCN,Chips,rubicontechnology.com,3
GASTAR EXPLORATION INC,178921,211,1311,GST,Oil,gastar.com,2
TITAN MACHINERY INC,178973,441228,5500,TITN,Rtail,titanmachinery.com,1
K12 INC,178976,611110,8200,LRN,PerSv,k12.com,5
ATLANTIC CAP BANCSHARES INC,179048,522110,6020,ACBI,Banks,atlanticcapitalbank.com,5
ORION ENERGY SYSTEMS INC,179058,335122,3640,OESX,ElcEq,orionlighting.com,1
FORESTAR GROUP INC,179077,237210,6552,FOR,RlEst,forestargroup.com,5
DEL FRISCOS RESTURNT GRP INC,179094,722511,5812,DFRG,Meals,dfrg.com,1
ORION GROUP HOLDINGS INC,179132,237990,1600,ORN,Cnstr,orionmarinegroup.com,5
ECHOSTAR CORP,179202,334220,3663,SATS,Chips,echostar.com,3
SOUND FINANCIAL BANCORP INC,179234,522120,6035,SFBC,Banks,soundcb.com,5
BROADWIND ENERGY INC,179249,333611,3510,BWEN,Mach,bwen.com,2
A. H. BELO CORP,179288,511110,2711,AHC,Books,ahbelo.com,1
MERIDIAN BANCORP INC (MD),179298,522120,6036,EBSB,Banks,ebsb.com,5
CARDIOVASCULAR SYSTEMS INC,179413,339112,3841,CSII,MedEq,csi360.com,4
REAL GOODS SOLAR INC,179417,334413,3674,RGSE,Chips,rgsenergy.com,3
AMERICAN WATER WORKS CO INC,179437,221310,4941,AWK,Util,amwater.com,2
BIOTELEMETRY INC,179441,621999,8090,BEAT,Hlth,gobio.com,4
VISA INC,179534,522320,6099,V,Banks,visa.com,5
COLFAX CORP,179577,333992,3540,CFX,Mach,colfaxcorp.com,2
FABRINET,179583,3344,3670,FN,Chips,fabrinet.com,3
HERITAGE-CRYSTAL CLEAN INC,179597,562211,4955,HCCI,Other,crystal-clean.com,5
CELLDEX THERAPEUTICS INC,179598,325414,2836,CLDX,Drugs,celldex.com,4
GALENA BIOPHARMA INC,179605,325414,2836,GALE,Drugs,galenabiopharma.com,4
PHILIP MORRIS INTERNATIONAL,179621,312230,2111,PM,Smoke,pmi.com,1
HILLENBRAND INC,179657,3339,3530,HI,Mach,hillenbrand.com,2
LOGMEIN INC,179666,519130,7370,LOGM,BusSv,logmeininc.com,3
CHEMOCENTRYX INC,179671,325414,2836,CCXI,Drugs,chemocentryx.com,4
ZOGENIX INC,179686,325412,2834,ZGNX,Drugs,zogenix.com,4
DR PEPPER SNAPPLE GROUP INC,179700,312111,2086,DPS,Soda,drpeppersnapplegroup.com,1
INSYS THERAPEUTICS INC,179731,325412,2834,INSY,Drugs,insysrx.com,4
ENERGY RECOVERY INC,179738,333249,3559,ERII,Mach,energyrecovery.com,2
KKR & CO LP,179741,523920,6282,KKR,Fin,kkr.com,5
VERSO CORP,179817,322121,2621,VRS,Paper,versoco.com,2
QUANEX BUILDING PRODUCTS,179819,332321,3442,NX,BldMt,quanex.com,2
CAREDX INC,179834,325413,2835,CDNA,Drugs,caredxinc.com,4
FLUIDIGM CORP,179840,334516,3826,FLDM,LabEq,fluidigm.com,3
CODEXIS INC,179841,325414,2836,CDXS,Drugs,codexis.com,4
INTREPID POTASH INC,179843,212391,1400,IPI,Mines,intrepidpotash.com,5
AGNC INVESTMENT CORP,179889,525990,6798,AGNC,Fin,agnc.com,5
ECHO GLOBAL LOGISTICS INC,179957,541614,4731,ECHO,Trans,echo.com,5
HCI GROUP INC,179974,524126,6331,HCI,Insur,hcigroup.com,5
MRC GLOBAL INC,180016,423510,5051,MRC,Whlsl,mrcglobal.com,1
DIGITALGLOBE INC,180029,517919,4899,DGI,Telcm,digitalglobe.com,3
MALVERN BANCORP INC,180109,522120,6035,MLVF,Banks,malvernfederal.com,5
SINO-GLOBAL SHIPPING AMERICA,180118,541614,4731,SINO,Trans,sino-global.net,5
FORBES ENERGY SERVICES LTD,180145,213112,1389,FESLQ,Oil,forbesenergyservices.com,2
SCRIPPS NETWORKS INTERACTIVE,180167,515120,4833,SNI,Telcm,scrippsnetworks.com,3
BANCORP OF NEW JERSEY INC,180169,522110,6020,BKJ,Banks,bonj.net,5
HOME BANCORP INC,180183,522120,6035,HBCP,Banks,home24bank.com,5
INVESCO MORTGAGE CAPITAL INC,180228,525990,6798,IVR,Fin,invescomortgagecapital.com,5
MISTRAS GROUP INC,180229,541330,8711,MG,BusSv,mistrasgroup.com,5
HIGHPOWER INTERNATIONAL INC,180249,335911,3690,HPJ,ElcEq,highpowertech.com,3
ALIMERA SCIENCES INC,180363,325412,2834,ALIM,Drugs,alimerasciences.com,4
HSN INC,180402,454113,5961,HSNI,Rtail,hsni.com,1
ACTIVISION BLIZZARD INC,180405,511210,7372,ATVI,BusSv,activisionblizzard.com,3
LENDINGTREE INC,180423,522310,6163,TREE,Banks,lendingtree.com,5
JOHN BEAN TECHNOLOGIES,180466,333241,3550,JBT,Mach,jbtc.com,2
BERRY GLOBAL GROUP INC,180483,3261,3080,BERY,Rubbr,berryglobal.com,2
ROADRUNNER TRANS SYSTEMS INC,180562,541614,4731,RRTS,Trans,rrts.com,5
CLOUD PEAK ENERGY INC,180635,212111,1220,CLD,Coal,cloudpeakenergy.com,2
MYR GROUP INC,180646,2371,1623,MYRG,Cnstr,myrgroup.com,5
VERISK ANALYTICS INC,180652,524298,6411,VRSK,Insur,verisk.com,5
IBIO INC,180683,325414,2836,IBIO,Drugs,ibioinc.com,4
ONCOGENEX PHARMACEUTICALS,180698,325412,2834,OGXI,Drugs,oncogenex.com,4
BROADCOM LTD,180711,334413,3674,AVGO,Chips,broadcom.com,3
DIVERSIFIED RESTAURANT HLDGS,180759,722511,5812,SAUC,Meals,diversifiedrestaurantholdings.com,1
ASCENT CAPITAL GROUP INC,180821,561621,7380,ASCMA,BusSv,ascentcapitalgroupinc.com,5
MASTECH DIGITAL INC,180822,561311,7361,MHH,BusSv,mastechdigital.com,5
MEAD JOHNSON NUTRITION CO,180833,311514,2020,MJN,Food,meadjohnson.com,1
MYOS RENS TECHNOLOGY INC,180866,325412,2834,MYOS,Drugs,myoscorp.com,4
ROSETTA STONE INC,180905,519130,7370,RST,BusSv,rosettastone.com,3
MAGNEGAS CORP,180937,325120,2810,MNGA,Chems,magnegas.com,2
FIRST SAVINGS FINANCIAL GP,180958,522120,6035,FSFG,Banks,fsbbank.net,5
ALLSCRIPTS HEALTHCARE SOLTNS,181104,519130,7370,MDRX,BusSv,allscripts.com,3
DIGIMARC CORP,181290,334419,3679,DMRC,Chips,digimarc.com,3
ANCHOR BANCORP/WA,181515,522120,6036,ANCB,Banks,anchornetbank.com,5
CSI COMPRESSCO LP,181745,213112,1382,CCLP,Oil,csicompressco.com,2
BIOSTAR PHARMACEUTICALS INC,181794,325412,2834,BSPM,Drugs,biostarpharmaceuticals.com,4
FS BANCORP INC,181820,522120,6036,FSBW,Banks,fsbwa.com,5
CLEARWATER PAPER CORP,181931,322121,2621,CLW,Paper,clearwaterpaper.com,2
U S SILICA HOLDINGS INC,181989,212325,1400,SLCA,Mines,ussilica.com,5
GIGPEAK INC,182012,334413,3674,GIG.1,Chips,gigpeak.com,3
ONCOSEC MEDICAL INC,182023,325414,2836,ONCS,Drugs,oncosec.com,4
BRIDGEPOINT EDUCATION INC,182112,611310,8200,BPI,PerSv,bridgepointeducation.com,5
MEDIDATA SOLUTIONS INC,182308,541512,7373,MDSO,Comps,mdsol.com,3
ARCA BIOPHARMA INC,182309,325414,2836,ABIO,Drugs,arcabiopharma.com,4
GOVERNMENT PPTYS INCOME TR,182701,531120,6798,GOV,Fin,govreit.com,5
ADAMIS PHARMACEUTICALS CORP,182826,325412,2834,ADMP,Drugs,adamispharmaceuticals.com,4
WESTERN ASSET MTG CAPITAL CP,183108,525990,6798,WMC,Fin,westernassetmcc.com,5
ISSUER DIRECT CORP,183139,519130,7370,ISDR,BusSv,issuerdirect.com,3
ENERJEX RESOURCES INC,183144,211111,1311,ENRJ,Oil,enerjex.com,2
CHINANET ONLINE HOLDINGS,183224,541840,7310,CNET,BusSv,chinanet-online.com,5
TERRITORIAL BANCORP INC,183247,522120,6035,TBNK,Banks,territorialsavings.net,5
ADDUS HOMECARE CORP,183283,621610,8082,ADUS,Hlth,addus.com,4
ALTISOURCE PORTFOLIO SOLTNS,183312,561499,7389,ASPS,BusSv,altisource.com,5
THERAPEUTICSMD INC,183322,325412,2834,TXMD,Drugs,therapeuticsmd.com,4
PENNYMAC MORTGAGE INVEST TR,183324,525990,6798,PMT,Fin,netniques.com,5
